row_type,selection_reason,wo_id,trade,p_bh,class_recorded,hat_s,class_corrected,class_true,true_shift,w_star,d_star_bh,release_bh,due_recorded_bh,rank_rule,rank_m0,rank_trade_rule,rank_trade_m0,completion_rule_bh,completion_m0_bh,lateness_rule_bh,lateness_m0_bh,twt_contrib_rule,twt_contrib_m0,delta_twt,behaviour,miscorrected,harmed
order,,W1271,C10,1.456200,2,-0.008520,2.008520,2,0,4.000000,69.663800,45.663800,69.663800,1177,1171,57,57,47.120000,47.120000,0.000000,0.000000,0.000000,0.000000,0.000000,unchanged,False,False
order,,W1272,D50,6.677400,4,-0.008520,4.000000,4,0,1.000000,217.127200,45.727200,217.127200,1477,1430,448,449,64.379300,64.316600,0.000000,0.000000,0.000000,0.000000,0.000000,unchanged,False,False
order,,W1273,D20,16.189200,4,0.330047,3.669953,2,2,4.000000,69.824100,45.824100,217.224100,1680,1221,272,180,83.300200,64.358900,13.476100,0.000000,53.904400,0.000000,-53.904400,promoted,False,False
order,,W1274,E20,3.481800,4,-0.008520,4.000000,4,-1,1.000000,217.271400,45.871400,217.271400,1517,1472,13,13,62.972400,62.972400,0.000000,0.000000,0.000000,0.000000,0.000000,unchanged,False,False
order,,W1275,D20,1.061700,4,-0.130811,4.000000,4,-1,1.000000,217.281500,45.881500,217.281500,1196,1982,191,279,47.612300,82.547000,0.000000,0.000000,0.000000,0.000000,0.000000,unchanged,False,False
order,,W1276,C10,1.956000,2,-0.008520,2.008520,2,0,4.000000,70.006000,46.006000,70.006000,1184,1173,58,58,47.962000,47.962000,0.000000,0.000000,0.000000,0.000000,0.000000,unchanged,False,False
order,,W1277,D20,0.598300,2,-0.141682,2.141682,3,-1,2.000000,126.012000,46.012000,70.012000,1190,1179,189,172,46.793800,47.115500,0.000000,0.000000,0.000000,0.000000,0.000000,demoted,False,False
order,,W1278,C10,1.057000,2,-0.008520,2.008520,2,0,4.000000,70.059600,46.059600,70.059600,1214,1195,59,59,48.177000,48.177000,0.000000,0.000000,0.000000,0.000000,0.000000,unchanged,False,False
order,,W1279,D30,2.554700,4,-0.008520,4.000000,4,0,1.000000,217.485400,46.085400,217.485400,1187,1178,317,318,48.695300,48.747400,0.000000,0.000000,0.000000,0.000000,0.000000,unchanged,False,False
order,,W128,D30,12.235600,4,-0.008520,4.000000,4,-1,1.000000,175.947100,4.547100,175.947100,121,121,37,37,16.782700,16.782700,0.000000,0.000000,0.000000,0.000000,0.000000,unchanged,False,False
order,,W1280,C10,1.510000,4,-0.008520,4.000000,4,0,1.000000,217.507800,46.107800,217.507800,1246,1222,61,61,49.687000,49.687000,0.000000,0.000000,0.000000,0.000000,0.000000,unchanged,False,False
order,,W1281,D40,0.329400,1,-0.008520,1.008520,1,1,8.000000,54.156900,46.156900,54.156900,1188,1174,63,63,46.486300,46.486300,0.000000,0.000000,0.000000,0.000000,0.000000,unchanged,False,False
order,,W1282,D20,0.150200,4,-0.158820,4.000000,4,-1,1.000000,217.576100,46.176100,217.576100,1192,1673,190,232,46.550600,69.246700,0.000000,0.000000,0.000000,0.000000,0.000000,unchanged,False,False
order,,W1283,D90,1.415400,4,-0.008520,4.000000,2,2,4.000000,70.188100,46.188100,217.588100,1189,1176,66,66,47.603500,47.603500,0.000000,0.000000,0.000000,0.000000,0.000000,unchanged,False,False
order,,W1284,D30,3.199900,4,-0.008520,4.000000,4,0,1.000000,217.588900,46.188900,217.588900,1195,1192,319,322,49.723000,50.228900,0.000000,0.000000,0.000000,0.000000,0.000000,unchanged,False,False
order,,W1285,D50,0.623600,4,-0.008520,4.000000,4,0,1.000000,217.605200,46.205200,217.605200,1299,1266,383,383,51.075100,50.585500,0.000000,0.000000,0.000000,0.000000,0.000000,unchanged,False,False
order,,W1286,D50,1.207400,4,-0.008520,4.000000,4,0,1.000000,217.617700,46.217700,217.617700,1358,1330,403,403,54.161300,53.566400,0.000000,0.000000,0.000000,0.000000,0.000000,unchanged,False,False
order,,W1287,D30,1.148300,4,-0.008520,4.000000,4,0,1.000000,217.692000,46.292000,217.692000,1194,1185,318,320,47.635600,47.942400,0.000000,0.000000,0.000000,0.000000,0.000000,unchanged,False,False
order,,W1288,D30,9.680800,4,-0.008520,4.000000,4,0,1.000000,217.710000,46.310000,217.710000,1745,1701,443,443,79.625500,79.782300,0.000000,0.000000,0.000000,0.000000,0.000000,unchanged,False,False
order,,W1289,D20,1.306800,4,-0.126480,4.000000,4,-1,1.000000,217.719000,46.319000,217.719000,1210,2028,194,284,48.259500,85.045700,0.000000,0.000000,0.000000,0.000000,0.000000,unchanged,False,False
order,,W129,D20,0.596000,2,-0.141757,2.141757,3,-1,2.000000,84.568100,4.568100,28.568100,122,122,28,28,5.237100,5.237100,0.000000,0.000000,0.000000,0.000000,0.000000,demoted,False,False
order,,W1290,E20,3.566400,4,-0.008520,4.000000,4,-1,1.000000,217.749300,46.349300,217.749300,1594,1549,14,14,66.538800,66.538800,0.000000,0.000000,0.000000,0.000000,0.000000,unchanged,False,False
order,,W1291,D30,3.910700,4,-0.008520,4.000000,4,0,1.000000,217.781100,46.381100,217.781100,1303,1567,351,420,54.589400,68.095300,0.000000,0.000000,0.000000,0.000000,0.000000,unchanged,False,False
order,,W1292,D50,1.671500,4,-0.008520,4.000000,4,0,1.000000,217.832400,46.432400,217.832400,1407,1371,420,420,56.716100,56.420600,0.000000,0.000000,0.000000,0.000000,0.000000,unchanged,False,False
order,,W1293,D50,0.124600,1,-0.008520,1.008520,1,0,8.000000,54.453800,46.453800,54.453800,1197,1181,352,355,46.775900,46.786900,0.000000,0.000000,0.000000,0.000000,0.000000,unchanged,False,False
order,,W1294,D50,1.900100,2,-0.008520,2.008520,2,0,4.000000,70.471500,46.471500,70.471500,1203,1187,354,357,48.658200,48.761100,0.000000,0.000000,0.000000,0.000000,0.000000,unchanged,False,False
order,,W1295,D30,4.269000,4,-0.008520,4.000000,4,0,1.000000,217.935700,46.535700,217.935700,1647,1612,424,425,69.633500,70.421600,0.000000,0.000000,0.000000,0.000000,0.000000,unchanged,False,False
order,,W1296,D50,1.617500,2,-0.008520,2.008520,2,0,4.000000,70.543800,46.543800,70.543800,1201,1184,353,356,48.335000,48.404400,0.000000,0.000000,0.000000,0.000000,0.000000,unchanged,False,False
order,,W1297,D30,7.155400,4,-0.008520,4.000000,4,0,1.000000,217.947800,46.547800,217.947800,1728,1677,439,439,76.609900,76.367900,0.000000,0.000000,0.000000,0.000000,0.000000,unchanged,False,False
order,,W1298,D30,3.927000,4,-0.008520,4.000000,4,0,1.000000,217.949700,46.549700,217.949700,1304,1610,352,424,54.690900,69.933600,0.000000,0.000000,0.000000,0.000000,0.000000,unchanged,False,False
order,,W1299,D30,0.554100,4,-0.008520,4.000000,4,0,1.000000,217.978500,46.578500,217.978500,1199,1183,320,319,47.225800,47.331100,0.000000,0.000000,0.000000,0.000000,0.000000,unchanged,False,False
order,,W13,D50,1.013100,4,-0.008520,4.000000,4,0,1.000000,171.785400,0.385400,171.785400,14,14,4,4,1.398500,1.398500,0.000000,0.000000,0.000000,0.000000,0.000000,unchanged,False,False
order,,W130,D50,3.942300,4,-0.008520,4.000000,4,0,1.000000,176.020700,4.620700,176.020700,255,255,84,84,13.701900,13.701900,0.000000,0.000000,0.000000,0.000000,0.000000,unchanged,False,False
order,,W1300,D20,1.941900,2,-0.150907,2.150907,3,-1,2.000000,126.588800,46.588800,70.588800,1206,1194,192,175,48.735700,49.057400,0.000000,0.000000,0.000000,0.000000,0.000000,demoted,False,False
order,,W1301,D20,11.760600,4,0.329690,3.670310,2,2,4.000000,70.604500,46.604500,218.004500,1682,1251,273,182,78.929600,60.905200,8.325100,0.000000,33.300400,0.000000,-33.300400,promoted,False,False
order,,W1302,D50,6.123300,4,-0.008520,4.000000,4,0,1.000000,218.035400,46.635400,218.035400,1512,1451,457,453,65.396000,64.823700,0.000000,0.000000,0.000000,0.000000,0.000000,unchanged,False,False
order,,W1303,D10,1.996100,4,-0.008520,4.000000,4,0,1.000000,218.060500,46.660500,218.060500,1198,1180,17,17,48.656600,48.656600,0.000000,0.000000,0.000000,0.000000,0.000000,unchanged,False,False
order,,W1304,D90,0.792400,4,-0.008520,4.000000,2,2,4.000000,70.703100,46.703100,218.103100,1200,1182,67,67,47.495500,47.495500,0.000000,0.000000,0.000000,0.000000,0.000000,unchanged,False,False
order,,W1305,D30,6.775400,4,-0.008520,4.000000,4,0,1.000000,218.199000,46.799000,218.199000,1731,1683,440,440,76.327200,76.202400,0.000000,0.000000,0.000000,0.000000,0.000000,unchanged,False,False
order,,W1306,D50,0.356200,4,-0.008520,4.000000,4,0,1.000000,218.245900,46.845900,218.245900,1219,1244,360,374,47.644400,49.117300,0.000000,0.000000,0.000000,0.000000,0.000000,unchanged,False,False
order,,W1307,D90,3.754100,4,-0.008520,4.000000,2,2,4.000000,70.889200,46.889200,218.289200,1208,1188,68,68,50.643300,50.643300,0.000000,0.000000,0.000000,0.000000,0.000000,unchanged,False,False
order,,W1308,D50,0.622300,4,-0.008520,4.000000,4,0,1.000000,218.373500,46.973500,218.373500,1331,1287,391,389,52.543400,51.235300,0.000000,0.000000,0.000000,0.000000,0.000000,unchanged,False,False
order,,W1309,D20,0.890600,2,-0.134151,2.134151,3,-1,2.000000,126.981900,46.981900,70.981900,1235,1191,196,174,48.737600,47.901800,0.000000,0.000000,0.000000,0.000000,0.000000,demoted,False,False
order,,W131,D30,2.480800,4,-0.008520,4.000000,4,0,1.000000,176.100500,4.700500,176.100500,123,123,38,38,7.181300,7.181300,0.000000,0.000000,0.000000,0.000000,0.000000,unchanged,False,False
order,,W1310,D30,6.045400,4,-0.008520,4.000000,4,0,1.000000,218.398300,46.998300,218.398300,1698,1652,435,435,74.041700,74.223900,0.000000,0.000000,0.000000,0.000000,0.000000,unchanged,False,False
order,,W1311,D30,23.745100,4,-0.148254,4.000000,4,-1,1.000000,218.506500,47.106500,218.506500,1686,1640,432,432,91.112800,91.291200,0.000000,0.000000,0.000000,0.000000,0.000000,unchanged,False,False
order,,W1312,D20,0.950400,4,-0.132951,4.000000,4,-1,1.000000,218.522600,47.122600,218.522600,1244,2010,198,282,49.053000,83.738900,0.000000,0.000000,0.000000,0.000000,0.000000,unchanged,False,False
order,,W1313,D30,4.739800,2,-0.008520,2.008520,2,0,4.000000,71.127600,47.127600,71.127600,1216,1196,323,324,51.965600,51.898800,0.000000,0.000000,0.000000,0.000000,0.000000,unchanged,False,False
order,,W1314,D40,5.092300,4,-0.860070,4.000000,3,1,2.000000,127.190500,47.190500,218.590500,1215,1197,64,64,52.282800,52.282800,0.000000,0.000000,0.000000,0.000000,0.000000,unchanged,False,False
order,,W1315,D20,2.259700,4,-0.164623,4.000000,4,-1,1.000000,218.610300,47.210300,218.610300,1264,2039,201,285,50.997300,86.429400,0.000000,0.000000,0.000000,0.000000,0.000000,unchanged,False,False
order,,W1316,D30,5.009800,2,-0.008520,2.008520,2,0,4.000000,71.289600,47.289600,71.289600,1220,1201,325,326,52.301300,52.340900,0.000000,0.000000,0.000000,0.000000,0.000000,unchanged,False,False
order,,W1317,D30,2.207300,4,-0.008520,4.000000,4,0,1.000000,218.727300,47.327300,218.727300,1230,1216,328,329,49.842900,50.149700,0.000000,0.000000,0.000000,0.000000,0.000000,unchanged,False,False
order,,W1318,D30,3.208300,4,-0.008520,4.000000,4,0,1.000000,218.736800,47.336800,218.736800,1231,1243,329,336,50.848200,51.955700,0.000000,0.000000,0.000000,0.000000,0.000000,unchanged,False,False
order,,W1319,D30,4.152800,2,-0.008520,2.008520,2,0,4.000000,71.355600,47.355600,71.355600,1224,1202,327,327,51.567700,51.567700,0.000000,0.000000,0.000000,0.000000,0.000000,unchanged,False,False
order,,W132,D50,1.207300,4,-0.008520,4.000000,4,0,1.000000,176.108000,4.708000,176.108000,125,125,38,38,6.035100,6.035100,0.000000,0.000000,0.000000,0.000000,0.000000,unchanged,False,False
order,,W1320,D20,6.951700,4,0.297174,3.702826,2,2,4.000000,71.399300,47.399300,218.799300,1688,1314,274,189,74.476700,58.806300,3.077400,0.000000,12.309600,0.000000,-12.309600,promoted,False,False
order,,W1321,D10,0.613900,4,-0.008520,4.000000,4,0,1.000000,218.821400,47.421400,218.821400,1259,1239,18,18,49.270500,49.270500,0.000000,0.000000,0.000000,0.000000,0.000000,unchanged,False,False
order,,W1322,D50,0.879100,4,-0.008520,4.000000,4,0,1.000000,218.834000,47.434000,218.834000,1356,1329,402,402,53.733500,53.222000,0.000000,0.000000,0.000000,0.000000,0.000000,unchanged,False,False
order,,W1323,D20,0.234700,2,-0.155142,2.155142,3,-1,2.000000,127.460400,47.460400,71.460400,1228,1207,195,177,47.847000,47.884200,0.000000,0.000000,0.000000,0.000000,0.000000,demoted,False,False
order,,W1324,D30,4.804500,4,-0.008520,4.000000,4,0,1.000000,218.866700,47.466700,218.866700,1687,1641,433,433,72.196800,72.440300,0.000000,0.000000,0.000000,0.000000,0.000000,unchanged,False,False
order,,W1325,C30,3.257300,4,-0.200528,4.000000,2,2,4.000000,71.476900,47.476900,218.876900,1226,1204,29,29,50.734200,50.734200,0.000000,0.000000,0.000000,0.000000,0.000000,unchanged,False,False
order,,W1326,D20,2.580400,4,-0.211471,4.000000,4,-2,1.000000,218.897800,47.497800,218.897800,1271,2044,202,287,51.633400,86.977300,0.000000,0.000000,0.000000,0.000000,0.000000,unchanged,False,False
order,,W1327,C10,0.650700,2,-0.008520,2.008520,2,0,4.000000,71.545900,47.545900,71.545900,1241,1217,60,60,48.612700,48.612700,0.000000,0.000000,0.000000,0.000000,0.000000,unchanged,False,False
order,,W1328,D50,1.094600,4,-0.008520,4.000000,4,0,1.000000,218.946200,47.546200,218.946200,1395,1355,414,413,55.606300,54.839900,0.000000,0.000000,0.000000,0.000000,0.000000,unchanged,False,False
order,,W1329,D50,0.960000,4,-0.008520,4.000000,4,0,1.000000,218.995900,47.595900,218.995900,1384,1351,411,410,55.121300,54.526400,0.000000,0.000000,0.000000,0.000000,0.000000,unchanged,False,False
order,,W133,D20,0.497900,4,-0.145065,4.000000,4,-1,1.000000,176.318100,4.918100,176.318100,134,134,30,30,5.636900,5.636900,0.000000,0.000000,0.000000,0.000000,0.000000,unchanged,False,False
order,,W1330,D40,1.329500,4,-0.008520,4.000000,3,1,2.000000,127.651300,47.651300,219.051300,1233,1208,65,65,48.980800,48.980800,0.000000,0.000000,0.000000,0.000000,0.000000,unchanged,False,False
order,,W1331,D30,1.294600,2,-0.008520,2.008520,2,0,4.000000,71.681600,47.681600,71.681600,1237,1215,330,328,49.166400,49.236500,0.000000,0.000000,0.000000,0.000000,0.000000,unchanged,False,False
order,,W1332,D50,1.808100,4,-0.008520,4.000000,4,0,1.000000,219.202200,47.802200,219.202200,1422,1383,428,428,57.431900,57.276300,0.000000,0.000000,0.000000,0.000000,0.000000,unchanged,False,False
order,,W1333,MISC,0.276700,2,-0.008520,2.008520,1,2,8.000000,55.823800,47.823800,71.823800,1234,1210,17,17,48.100500,48.100500,0.000000,0.000000,0.000000,0.000000,0.000000,unchanged,False,False
order,,W1334,E10,1.321200,4,-0.008520,4.000000,3,1,2.000000,127.835000,47.835000,219.235000,1267,1252,47,47,50.130200,50.509700,0.000000,0.000000,0.000000,0.000000,0.000000,unchanged,False,False
order,,W1335,D20,2.915000,2,-0.269401,2.269401,4,-2,1.000000,219.242700,47.842700,71.842700,1240,1212,197,178,50.838400,50.799200,0.000000,0.000000,0.000000,0.000000,0.000000,demoted,False,False
order,,W1336,D90,1.723400,4,-0.008520,4.000000,2,2,4.000000,71.853300,47.853300,219.253300,1236,1211,69,69,49.576700,49.576700,0.000000,0.000000,0.000000,0.000000,0.000000,unchanged,False,False
order,,W1337,D40,20.802400,4,-1.139136,4.000000,4,0,1.000000,219.316800,47.916800,219.316800,1239,1214,66,66,68.719200,68.719200,0.000000,0.000000,0.000000,0.000000,0.000000,unchanged,False,False
order,,W1338,D50,3.431300,4,-0.008520,4.000000,4,0,1.000000,219.359100,47.959100,219.359100,1513,1466,458,458,62.706100,62.731300,0.000000,0.000000,0.000000,0.000000,0.000000,unchanged,False,False
order,,W1339,D30,0.519900,4,-0.008520,4.000000,4,0,1.000000,219.433600,48.033600,219.433600,1250,1219,333,330,48.784200,48.624000,0.000000,0.000000,0.000000,0.000000,0.000000,unchanged,False,False
order,,W134,D90,1.751500,4,-0.008520,4.000000,2,2,4.000000,28.920300,4.920300,176.320300,128,128,3,3,6.671800,6.671800,0.000000,0.000000,0.000000,0.000000,0.000000,unchanged,False,False
order,,W1340,D30,1.299200,4,-0.008520,4.000000,4,0,1.000000,219.476800,48.076800,219.476800,1262,1220,335,331,50.017600,49.423200,0.000000,0.000000,0.000000,0.000000,0.000000,unchanged,False,False
order,,W1341,D50,0.406200,4,-0.008520,4.000000,4,-1,1.000000,219.507800,48.107800,219.507800,1330,1276,390,387,52.310900,50.613000,0.000000,0.000000,0.000000,0.000000,0.000000,unchanged,False,False
order,,W1342,D30,1.273600,2,-0.008520,2.008520,2,0,4.000000,72.138300,48.138300,72.138300,1248,1227,332,332,49.513400,49.592200,0.000000,0.000000,0.000000,0.000000,0.000000,unchanged,False,False
order,,W1343,D90,0.610500,4,-0.008520,4.000000,2,2,4.000000,72.222900,48.222900,219.622900,1247,1224,70,70,48.833400,48.833400,0.000000,0.000000,0.000000,0.000000,0.000000,unchanged,False,False
order,,W1344,D50,0.524300,4,-0.008520,4.000000,4,-1,1.000000,219.662700,48.262700,219.662700,1341,1313,395,396,52.760000,52.359000,0.000000,0.000000,0.000000,0.000000,0.000000,unchanged,False,False
order,,W1345,B30,1.339600,4,-0.008520,4.000000,4,0,1.000000,219.669500,48.269500,219.669500,1251,1225,19,19,49.609100,49.609100,0.000000,0.000000,0.000000,0.000000,0.000000,unchanged,False,False
order,,W1346,D30,2.296600,4,-0.008520,4.000000,4,0,1.000000,219.724900,48.324900,219.724900,1295,1233,346,333,52.535400,50.780800,0.000000,0.000000,0.000000,0.000000,0.000000,unchanged,False,False
order,,W1347,D50,0.290100,4,-0.008520,4.000000,4,-1,1.000000,219.740500,48.340500,219.740500,1294,1265,382,382,50.492100,49.961900,0.000000,0.000000,0.000000,0.000000,0.000000,unchanged,False,False
order,,W1348,D10,0.770900,4,-0.008520,4.000000,4,0,1.000000,219.751800,48.351800,219.751800,1275,1256,19,19,50.041400,50.041400,0.000000,0.000000,0.000000,0.000000,0.000000,unchanged,False,False
order,,W1349,D50,0.931000,4,-0.008520,4.000000,4,-1,1.000000,219.790800,48.390800,219.790800,1396,1358,415,414,55.489700,54.886400,0.000000,0.000000,0.000000,0.000000,0.000000,unchanged,False,False
order,,W135,D40,2.209900,1,-0.008520,1.008520,1,1,8.000000,13.042000,5.042000,13.042000,130,130,4,4,7.251900,7.251900,0.000000,0.000000,0.000000,0.000000,0.000000,unchanged,False,False
order,,W1350,D50,0.679800,4,-0.008520,4.000000,4,-1,1.000000,219.799400,48.399400,219.799400,1354,1322,401,399,53.439800,52.828900,0.000000,0.000000,0.000000,0.000000,0.000000,unchanged,False,False
order,,W1351,D90,0.976400,4,-0.008520,4.000000,2,2,4.000000,72.403800,48.403800,219.803800,1255,1229,71,71,49.380200,49.380200,0.000000,0.000000,0.000000,0.000000,0.000000,unchanged,False,False
order,,W1352,D50,5.946200,4,-0.058841,4.000000,4,-1,1.000000,219.807700,48.407700,219.807700,1523,1479,462,462,65.613100,65.628400,0.000000,0.000000,0.000000,0.000000,0.000000,unchanged,False,False
order,,W1353,D50,0.534600,2,-0.008520,2.008520,3,-1,2.000000,128.422000,48.422000,72.422000,1257,1232,373,368,49.010100,49.018100,0.000000,0.000000,0.000000,0.000000,0.000000,unchanged,False,False
order,,W1354,D40,1.227700,4,-0.008520,4.000000,3,1,2.000000,128.432900,48.432900,219.832900,1269,1246,67,67,50.208500,50.208500,0.000000,0.000000,0.000000,0.000000,0.000000,unchanged,False,False
order,,W1355,D50,3.544800,4,-0.008520,4.000000,4,-1,1.000000,219.836700,48.436700,219.836700,1521,1475,461,460,63.097700,63.081800,0.000000,0.000000,0.000000,0.000000,0.000000,unchanged,False,False
order,,W1356,D50,2.028600,4,-0.008520,4.000000,4,-1,1.000000,219.837800,48.437800,219.837800,1472,1412,445,440,59.473900,58.700400,0.000000,0.000000,0.000000,0.000000,0.000000,unchanged,False,False
order,,W1357,D90,21.230800,4,-0.008520,4.000000,3,1,2.000000,128.450000,48.450000,219.850000,1256,1231,72,72,69.680800,69.680800,0.000000,0.000000,0.000000,0.000000,0.000000,unchanged,False,False
order,,W1358,D90,1.853300,4,-0.008520,4.000000,2,2,4.000000,72.522200,48.522200,219.922200,1258,1235,73,73,50.375500,50.375500,0.000000,0.000000,0.000000,0.000000,0.000000,unchanged,False,False
order,,W1359,D30,1.983400,2,-0.008520,2.008520,2,0,4.000000,72.552800,48.552800,72.552800,1261,1238,334,334,50.678700,50.607400,0.000000,0.000000,0.000000,0.000000,0.000000,unchanged,False,False
order,,W136,D30,7.644800,4,-0.008520,4.000000,4,0,1.000000,176.477300,5.077300,176.477300,131,131,39,39,12.722100,12.722100,0.000000,0.000000,0.000000,0.000000,0.000000,unchanged,False,False
order,,W1360,D30,1.454600,4,-0.008520,4.000000,4,0,1.000000,219.966300,48.566300,219.966300,1266,1241,336,335,50.238800,50.173000,0.000000,0.000000,0.000000,0.000000,0.000000,unchanged,False,False
order,,W1361,D50,0.154800,4,-0.008520,4.000000,4,-1,1.000000,219.976500,48.576500,219.976500,1260,1237,374,371,48.813000,48.735500,0.000000,0.000000,0.000000,0.000000,0.000000,unchanged,False,False
order,,W1362,D30,5.209300,4,-0.008520,4.000000,4,0,1.000000,219.976700,48.576700,219.976700,1747,1706,444,444,75.329100,75.630900,0.000000,0.000000,0.000000,0.000000,0.000000,unchanged,False,False
order,,W1363,D50,1.218600,4,-0.008520,4.000000,4,-1,1.000000,220.033400,48.633400,220.033400,1413,1374,423,423,56.635900,56.110400,0.000000,0.000000,0.000000,0.000000,0.000000,unchanged,False,False
order,,W1364,D50,2.006200,4,-0.008520,4.000000,4,-1,1.000000,220.156300,48.756300,220.156300,1475,1428,447,447,59.666900,59.537000,0.000000,0.000000,0.000000,0.000000,0.000000,unchanged,False,False
order,,W1365,D50,0.733400,4,-0.008520,4.000000,4,-1,1.000000,220.199200,48.799200,220.199200,1383,1343,410,407,54.843400,53.955400,0.000000,0.000000,0.000000,0.000000,0.000000,unchanged,False,False
order,,W1366,B30,0.743000,4,-0.008520,4.000000,4,0,1.000000,220.215500,48.815500,220.215500,1280,1263,20,20,50.352100,50.352100,0.000000,0.000000,0.000000,0.000000,0.000000,unchanged,False,False
order,,W1367,D50,0.699400,4,-0.008520,4.000000,4,-1,1.000000,220.247500,48.847500,220.247500,1373,1335,407,404,54.432900,53.437300,0.000000,0.000000,0.000000,0.000000,0.000000,unchanged,False,False
order,,W1368,D50,1.502100,4,-0.008520,4.000000,4,-1,1.000000,220.256300,48.856300,220.256300,1449,1387,436,429,57.991100,57.120100,0.000000,0.000000,0.000000,0.000000,0.000000,unchanged,False,False
order,,W1369,D50,2.066600,4,-0.008520,4.000000,4,-1,1.000000,220.298800,48.898800,220.298800,1481,1429,449,448,59.966300,59.684900,0.000000,0.000000,0.000000,0.000000,0.000000,unchanged,False,False
order,,W137,D20,1.015400,4,-0.131687,4.000000,4,-1,1.000000,176.509300,5.109300,176.509300,137,137,31,31,6.252500,6.252500,0.000000,0.000000,0.000000,0.000000,0.000000,unchanged,False,False
order,,W1370,D30,0.853500,4,-0.008520,4.000000,4,0,1.000000,220.312900,48.912900,220.312900,1273,1253,337,337,50.019900,50.090000,0.000000,0.000000,0.000000,0.000000,0.000000,unchanged,False,False
order,,W1371,D30,1.274400,4,-0.008520,4.000000,4,0,1.000000,220.404500,49.004500,220.404500,1289,1260,344,339,51.294300,50.758500,0.000000,0.000000,0.000000,0.000000,0.000000,unchanged,False,False
order,,W1372,D30,2.165500,4,-0.008520,4.000000,4,0,1.000000,220.457500,49.057500,220.457500,1293,1261,345,340,52.351800,51.657500,0.000000,0.000000,0.000000,0.000000,0.000000,unchanged,False,False
order,,W1373,D90,4.649600,4,-0.008520,4.000000,2,2,4.000000,73.076400,49.076400,220.476400,1272,1249,74,74,53.726000,53.726000,0.000000,0.000000,0.000000,0.000000,0.000000,unchanged,False,False
order,,W1374,C30,4.598900,4,-0.005391,4.000000,3,1,2.000000,129.302500,49.302500,220.702500,1276,1257,30,30,53.901400,53.901400,0.000000,0.000000,0.000000,0.000000,0.000000,unchanged,False,False
order,,W1375,D30,11.512400,1,-0.008520,1.008520,2,-1,4.000000,73.305300,49.305300,57.305300,1279,1259,338,338,61.025800,60.935600,0.000000,0.000000,0.000000,0.000000,0.000000,unchanged,False,False
order,,W1376,D50,2.024600,4,-0.008520,4.000000,4,-1,1.000000,220.727800,49.327800,220.727800,1485,1431,450,450,60.015700,59.682200,0.000000,0.000000,0.000000,0.000000,0.000000,unchanged,False,False
order,,W1377,D20,1.936000,4,-0.163809,4.000000,4,-1,1.000000,220.847600,49.447600,220.847600,1328,2058,212,291,53.768600,87.189600,0.000000,0.000000,0.000000,0.000000,0.000000,unchanged,False,False
order,,W1378,E10,3.028500,4,-0.008520,4.000000,3,1,2.000000,129.556100,49.556100,220.956100,1291,1284,48,48,53.158700,53.538200,0.000000,0.000000,0.000000,0.000000,0.000000,unchanged,False,False
order,,W1379,D30,0.826100,4,-0.008520,4.000000,4,0,1.000000,220.969500,49.569500,220.969500,1283,1262,340,341,50.549100,50.418300,0.000000,0.000000,0.000000,0.000000,0.000000,unchanged,False,False
order,,W138,D30,1.798500,4,-0.008520,4.000000,4,0,1.000000,176.521400,5.121400,176.521400,133,133,40,40,6.919900,6.919900,0.000000,0.000000,0.000000,0.000000,0.000000,unchanged,False,False
order,,W1380,D50,2.257000,2,-0.008520,2.008520,3,-1,2.000000,129.630900,49.630900,73.630900,1281,1264,380,381,51.904700,51.891800,0.000000,0.000000,0.000000,0.000000,0.000000,unchanged,False,False
order,,W1381,D20,1.207800,4,-0.133842,4.000000,4,-1,1.000000,221.050000,49.650000,221.050000,1311,2045,208,288,52.205100,85.618800,0.000000,0.000000,0.000000,0.000000,0.000000,unchanged,False,False
order,,W1382,D30,0.600900,4,-0.008520,4.000000,4,0,1.000000,221.076700,49.676700,221.076700,1282,1275,339,345,50.323900,50.773900,0.000000,0.000000,0.000000,0.000000,0.000000,unchanged,False,False
order,,W1383,D50,0.744600,4,-0.008520,4.000000,4,-1,1.000000,221.116300,49.716300,221.116300,1403,1368,417,417,55.623800,55.271000,0.000000,0.000000,0.000000,0.000000,0.000000,unchanged,False,False
order,,W1384,D20,0.985200,4,-0.135129,4.000000,4,-1,1.000000,221.150900,49.750900,221.150900,1286,2042,204,286,50.867400,85.253600,0.000000,0.000000,0.000000,0.000000,0.000000,unchanged,False,False
order,,W1385,D50,2.147200,4,-0.008520,4.000000,4,-1,1.000000,221.154200,49.754200,221.154200,1516,1471,460,459,61.621100,61.592200,0.000000,0.000000,0.000000,0.000000,0.000000,unchanged,False,False
order,,W1386,D30,5.326900,2,-0.008520,2.008520,2,0,4.000000,73.800800,49.800800,73.800800,1285,1270,341,343,55.169800,55.416900,0.000000,0.000000,0.000000,0.000000,0.000000,unchanged,False,False
order,,W1387,D50,0.926400,4,-0.008520,4.000000,4,-1,1.000000,221.215900,49.815900,221.215900,1412,1373,422,422,56.336800,55.812800,0.000000,0.000000,0.000000,0.000000,0.000000,unchanged,False,False
order,,W1388,D50,4.406600,4,-0.065734,4.000000,4,-1,1.000000,221.279000,49.879000,221.279000,1560,1537,470,475,65.417200,66.391100,0.000000,0.000000,0.000000,0.000000,0.000000,unchanged,False,False
